2820	1775	
2823	1382	
2825	5656	
2831	1361	
2833	1339	
2835	1295	
2837	1356	
2839	1334	
2841	1333	
2843	1347	
2845	1135	
2847	1300	
2849	1350	
2851	1363	
2853	1285	
2855	1381	
2857	1361	
2859	1268	
2861	1359	
2863	1363	
2865	1038	
2867	1350	
2869	1370	
2871	1300	
2873	1321	
2875	1360	
2877	1284	
2879	1355	
2881	1409	
2883	1289	
2885	1083	
2887	1383	
2889	1286	
2891	1361	
2893	1331	
2895	1271	
2897	1349	
2899	1368	
2901	1285	
2903	1348	
2905	1083	
2907	1368	
2909	1394	
2911	1326	
2913	1366	
2915	1339	
2917	1299	
2919	1352	
2921	1343	
2923	1278	
2925	1078	
2927	1368	
2929	1302	
2931	1355	
2933	1370	
2935	1293	
2937	1359	
2939	1369	
2941	1291	
2943	1368	
2945	1123	
2947	1296	
2949	1360	
2951	1360	
2953	1297	
2955	1346	
2957	1370	
2959	1267	
2961	1331	
2963	1335	
2965	1023	
2967	1366	
2969	1375	
2971	1292	
2973	1373	
2975	1381	
2977	1315	
2979	1373	
2981	1369	
2983	1277	
2985	1096	
2987	1375	
2989	1311	
2991	1357	
2993	1364	
2995	1309	
2997	1358	
2999	1369	
3001	1300	
3003	1321	
3005	1074	
3007	1293	
3009	1367	
3011	1361	
3013	1296	
3015	1331	
3017	1384	
3019	1292	
3021	1362	
3023	1365	
3025	1011	
3027	1360	
3029	1372	
3031	1287	
3033	1365	
3035	1373	
3037	1310	
3039	1371	
3041	1377	
3043	1272	
3045	1103	
3047	1334	
3049	1290	
3051	1360	
3053	1381	
3055	1385	
3057	1379	
3059	1300	
3061	1340	
3063	1377	
3065	1039	
3067	1371	
3069	1372	
3071	1296	
3073	1361	
3075	1373	
3077	1272	
3079	1360	
3081	1368	
3083	1293	
3085	1067	
3087	1331	
3089	1271	
3091	1329	
3093	1293	
3095	1297	
3097	1232	
3099	1373	
3101	1296	
3103	1355	
3105	1094	
3107	1302	
3109	1363	
3111	1368	
3113	1291	
3115	1374	
3117	1369	
3119	1318	
3121	1374	
3123	1330	
3125	992	
3127	1359	
3129	1346	
3131	1291	
3133	1367	
3135	1378	
3137	1311	
3139	1359	
3141	1349	
3143	1283	
3145	1080	
3147	1362	
3149	1307	
3151	1348	
3153	1368	
3155	1287	
3157	1369	
3159	1364	
3161	1301	
3163	1353	
3165	1047	
3167	1293	
3169	1370	
3171	1352	
3173	1310	
3175	1358	
3177	1353	
3179	1291	
3181	1333	
3183	1366	
3185	1028	
3187	1359	
3189	1368	
3191	1294	
3193	1356	
3195	1352	
3197	1302	
3199	1363	
3201	1378	
3203	1287	
3205	1076	
3207	1370	
3209	1319	
3211	1356	
3213	1380	
3215	1302	
3217	1283	
3219	1362	
3221	1295	
3223	1363	
3225	1080	
3227	1268	
3229	1368	
3231	1347	
3233	1292	
3235	1372	
3237	1368	
3239	1299	
3241	1355	
3243	1356	
3245	1047	
3247	1361	
3249	1370	
3251	1292	
3253	1359	
3255	1370	
3257	1295	
3259	1307	
3261	1372	
3263	1288	
3265	1067	
3267	1369	
3269	1281	
3271	1355	
3273	1371	
3275	1284	
3277	1368	
3279	1362	
3281	1315	
3283	1355	
3285	1079	
3287	1300	
3289	1369	
3291	1359	
3293	1314	
3295	1365	
3297	1382	
3299	1298	
3301	1336	
3303	1372	
3305	1023	
3307	1362	
3309	1347	
3311	1272	
3313	1323	
3315	1376	
3317	1294	
3319	1331	
3321	1370	
3323	1264	
3325	1058	
3327	1368	
3329	1299	
3331	1354	
3333	1368	
3335	1298	
3337	1372	
3339	1314	
3341	1266	
3343	1355	
3345	1097	
3347	1290	
3349	1360	
3351	1338	
3353	1300	
3355	1371	
3357	1371	
3359	1300	
3361	1365	
3363	1371	
3365	1047	
3367	1383	
3369	1379	
3371	1289	
3373	1341	
3375	1376	
3377	1279	
3379	1363	
3381	1355	
3383	1293	
3385	1089	
3387	1383	
3389	1320	
3391	1363	
3393	1378	
3395	1309	
3397	1363	
3399	1369	
3401	1320	
3403	1352	
3405	1054	
3407	1295	
3409	1373	
3411	1371	
3413	1185	
3415	1371	
3417	1375	
3419	1295	
3421	1370	
3423	1369	
3425	1068	
3427	1355	
3429	1378	
3431	1286	
3433	1362	
3435	1376	
3437	1322	
3439	1332	
3441	1381	
3443	1293	
3445	1067	
3447	1369	
3449	1227	
3451	1353	
3453	1347	
3455	1295	
3457	1369	
3459	1341	
3461	1293	
3463	1354	
3465	1087	
3467	1293	
3469	1343	
3471	1368	
3473	1294	
3475	1343	
3477	1380	
3479	1303	
3481	1367	
3483	1364	
3485	1034	
3487	1361	
3489	1380	
3491	1296	
3493	1362	
3495	1375	
3497	1279	
3499	1358	
3501	1369	
3503	1295	
3505	1056	
3507	1340	
3509	1268	
3511	1354	
3513	1369	
3515	1297	
3517	1334	
3519	1376	
3521	1292	
3523	1364	
