5032	1762	
5046	1556	
5048	1502	
5057	1480	
5092	1405	
5093	1441	
5095	5459	
5100	1478	
5105	1515	
5107	1467	
5131	1469	
5133	1466	
5137	1490	
5139	1466	
5147	1467	
5149	1490	
5152	1464	
5157	1473	
5159	1455	
5174	1488	
5190	1509	
5192	1482	
5197	1487	
5200	1498	
5204	1552	
5225	1501	
5228	1487	
5230	1483	
5233	1485	
5235	1386	
5239	1485	
5242	1474	
5245	1534	
5247	1484	
5252	1489	
5254	1480	
5260	3548	
5264	1451	
5287	1472	
5289	1485	
5291	1396	
5292	1502	
5295	1503	
5298	1476	
5300	1501	
5307	1494	
5312	3519	
5317	1496	
5337	1497	
5340	1489	
5342	1478	
5349	1513	
5351	1485	
5355	1508	
5372	3305	
5386	1497	
5388	1503	
5391	1486	
5393	1491	
5400	1420	
5402	1480	
5410	5560	
5424	1513	
5433	1507	
5435	1512	
5437	1414	
5440	1403	
5442	1488	
5470	1534	
5474	1473	
5486	1509	
5488	1511	
5495	1516	
5499	1505	
5521	1509	
5536	1540	
5538	1505	
5545	1538	
5562	1434	
5564	1506	
5602	1435	
5610	1512	
5612	1511	
5624	1528	
5627	1329	
5629	3613	
5639	1509	
5641	1525	
5647	1506	
5651	1484	
5658	1501	
5668	1508	
5670	5474	
5691	1519	
5693	1520	
5695	1441	
5697	1491	
5707	5279	
5713	5278	
5718	1509	
5741	1540	
5743	1501	
5749	1501	
5751	1493	
5774	1506	
5776	1515	
5778	1429	
5790	1433	
5792	1502	
5797	1558	
5799	1496	
5802	1491	
5807	1556	
5816	1510	
5818	1501	
5856	1507	
5864	1521	
5872	1515	
5874	1500	
5886	1508	
5904	5238	
5910	1516	
5920	1501	
5922	1501	
5924	1450	
5926	3553	
5932	1510	
5934	1577	
5942	1499	
5964	1531	
5981	1519	
5983	1499	
5994	1499	
5998	1426	
6000	5588	
6016	1524	
6018	1504	
6028	1513	
6030	1524	
6046	1494	
6048	1514	
6050	5576	
6058	1508	
6060	1513	
6069	1510	
6071	1502	
6073	1424	
6077	5231	
6083	1507	
6092	1445	
6110	1508	
6117	1436	
6119	1490	
6122	1507	
6132	3558	
6138	3541	
6142	1421	
6171	1509	
6173	1514	
6183	1491	
6185	1519	
6192	1502	
6197	1505	
6199	1499	
6201	1418	
6212	1505	
6219	1498	
6221	1503	
6226	1497	
6228	1508	
6230	1503	
6241	1505	
6244	1502	
6246	1493	
6248	1510	
6251	5522	
6257	1503	
6260	1500	
6262	1498	
6275	1518	
6276	1513	
6278	1474	
6282	1403	
6284	1499	
6285	1558	
6289	1498	
6292	1112	
6302	1497	
6305	1519	
6307	1491	
6309	1504	
6312	1512	
6317	1507	
6319	1504	
6322	1558	
6325	1530	
6331	1504	
6333	1519	
6336	1505	
6342	1431	
6345	1526	
6347	1505	
6349	3319	
6352	1504	
6361	1543	
6363	1499	
6365	1431	
6371	1516	
6376	1516	
6378	1500	
6382	1500	
6391	1420	
6399	1497	
6401	1502	
6410	1520	
6412	1506	
6421	1501	
6423	1501	
6425	1438	
6429	1500	
6432	1499	
6436	3540	
6440	1524	
6444	1487	
6446	1496	
6451	1520	
6453	1495	
6462	1434	
6470	1416	
6472	1499	
6483	1500	
6485	1516	
6492	1498	
6502	1436	
6504	5547	
6509	1501	
6512	1498	
6522	1496	
6531	1415	
6542	1494	
6544	1507	
6552	1496	
6555	1509	
6557	1488	
6559	1514	
6562	1484	
6570	3320	
6574	5541	
6580	1517	
6582	1497	
6584	1461	
6585	3547	
6588	1460	
6591	5264	
6596	1413	
6598	1390	
6602	1467	
6604	1496	
6606	1491	
6621	1492	
6632	3175	
6643	1492	
6645	1523	
6647	5290	
6652	1519	
6654	1495	
6687	1491	
6689	1502	
6691	3301	
6702	3527	
6705	1466	
6711	1484	
6713	1499	
6716	1494	
6766	1513	
6767	1505	
6768	1464	
6782	3276	
6836	3543	
6840	1519	
6846	1468	
6848	1506	
6861	1440	
6863	5539	
6871	1504	
6873	1505	
6881	1495	
6883	1493	
6886	1489	
6888	1507	
6894	1491	
6896	3439	
6918	1585	
6922	1407	
6925	1510	
6927	1494	
6929	1439	
6932	1497	
6937	1525	
6938	1478	
6940	1510	
6943	3568	
6949	1507	
6951	1500	
6953	1430	
6955	5594	
6961	5221	
6972	1435	
6976	1518	
6983	1493	
6985	1525	
6985	1463	
