7	0	7	0	0	0
8	0	8	0	0	0
9	0	9	0	0	0
10	1	0	0	0	0
11	1	1	0	0	0
12	1	2	0	0	0
13	1	3	0	0	0
14	1	4	0	0	0
15	1	5	0	0	0
16	1	6	0	0	0
17	1	7	0	0	0
18	1	8	0	0	0
19	1	9	0	0	0
6510	651	0	0	0	0
6511	651	1	0	0	0
6512	651	2	0	0	0
6513	651	3	0	0	0
6514	651	4	0	0	0
6515	651	5	0	0	0
6516	651	6	0	0	0
6517	651	7	0	0	0
6518	651	8	0	0	0
6519	651	9	0	0	0
6520	652	0	0	0	0
6521	652	1	0	0	0
6522	652	2	0	0	0
6523	652	3	0	0	0
6524	652	4	0	0	0
6525	652	5	0	0	0
6526	652	6	0	0	0
6527	652	7	0	0	0
6528	652	8	0	0	0
6529	652	9	0	0	0
6530	653	0	0	0	0
6531	653	1	0	0	0
6532	653	2	0	0	0
6533	653	3	0	0	0
6534	653	4	0	0	0
6535	653	5	0	0	0
6536	653	6	0	0	0
6537	653	7	0	0	0
6538	653	8	0	0	0
6539	653	9	0	0	0
6540	654	0	0	0	0
6541	654	1	0	0	0
6542	654	2	0	0	0
6543	654	3	0	0	0
6544	654	4	0	0	0
6545	654	5	0	0	0
6546	654	6	0	0	0
6547	654	7	0	0	0
6548	654	8	0	0	0
6549	654	9	0	0	0
6550	655	0	0	0	0
6551	655	1	0	0	0
6552	655	2	0	0	0
6553	655	3	0	0	0
6554	655	4	0	0	0
6555	655	5	0	0	0
6556	655	6	0	0	0
6557	655	7	0	0	0
6558	655	8	0	0	0
6559	655	9	0	0	0
6560	656	0	0	0	0
6561	656	1	0	0	0
6562	656	2	0	0	0
6563	656	3	0	0	0
6564	656	4	0	0	0
6565	656	5	0	0	0
6566	656	6	0	0	0
6567	656	7	0	0	0
6568	656	8	0	0	0
6569	656	9	0	0	0
6570	657	0	0	0	0
6571	657	1	0	0	0
6572	657	2	0	0	0
6573	657	3	0	0	0
6574	657	4	0	0	0
6575	657	5	0	0	0
6576	657	6	0	0	0
6577	657	7	0	0	0
6578	657	8	0	0	0
6579	657	9	0	0	0
6580	658	0	0	0	0
6581	658	1	0	0	0
6582	658	2	0	0	0
6583	658	3	0	0	0
6584	658	4	0	0	0
6585	658	5	0	0	0
6586	658	6	0	0	0
6587	658	7	0	0	0
6588	658	8	0	0	0
6589	658	9	0	0	0
6590	659	0	0	0	0
6591	659	1	0	0	0
6592	659	2	0	0	0
6593	659	3	0	0	0
6594	659	4	0	0	0
6595	659	5	0	0	0
6596	659	6	0	0	0
6597	659	7	0	0	0
6598	659	8	0	0	0
6599	659	9	0	0	0
6600	660	0	0	0	0
6601	660	1	0	0	0
6602	660	2	0	0	0
6603	660	3	0	0	0
6604	660	4	0	0	0
6605	660	5	0	0	0
6606	660	6	0	0	0
6607	660	7	0	0	0
6608	660	8	0	0	0
6609	660	9	0	0	0
6610	661	0	0	0	0
6611	661	1	0	0	0
6612	661	2	1	0	1
6613	661	3	1	1	0
6614	661	4	1	1	0
6615	661	5	1	1	0
6616	661	6	1	1	0
6617	661	7	1	1	0
6618	661	8	1	1	0
6619	661	9	1	1	0
6620	662	0	1	1	0
6621	662	1	1	1	0
6622	662	2	1	1	0
6623	662	3	1	1	0
6624	662	4	1	1	0
6625	662	5	1	1	0
6626	662	6	1	1	0
6627	662	7	1	1	0
6628	662	8	1	1	0
6629	662	9	1	1	0
6630	663	0	1	1	0
6631	663	1	1	1	0
6632	663	2	1	1	0
6633	663	3	1	1	0
6634	663	4	1	1	0
6635	663	5	1	1	0
6636	663	6	1	1	0
6637	663	7	1	1	0
6638	663	8	1	1	0
6639	663	9	1	1	0
6640	664	0	1	1	0
6641	664	1	1	1	0
6642	664	2	1	1	0
6643	664	3	1	1	0
6644	664	4	1	1	0
6645	664	5	1	1	0
6646	664	6	1	1	0
6647	664	7	1	1	0
6648	664	8	2	1	1
6649	664	9	2	2	0
6650	665	0	2	2	0
6651	665	1	2	2	0
6652	665	2	2	2	0
6653	665	3	2	2	0
6654	665	4	2	2	0
6655	665	5	2	2	0
6656	665	6	2	2	0
6657	665	7	2	2	0
6658	665	8	2	2	0
6659	665	9	2	2	0
6660	666	0	2	2	0
6661	666	1	2	2	0
6662	666	2	2	2	0
6663	666	3	2	2	0
6664	666	4	2	2	0
6665	666	5	2	2	0
6666	666	6	2	2	0
6667	666	7	2	2	0
6668	666	8	2	2	0
6669	666	9	2	2	0
6670	667	0	2	2	0
6671	667	1	2	2	0
6672	667	2	2	2	0
6673	667	3	2	2	0
6674	667	4	2	2	0
6675	667	5	2	2	0
6676	667	6	2	2	0
6677	667	7	2	2	0
6678	667	8	2	2	0
6679	667	9	2	2	0
6680	668	0	2	2	0
6681	668	1	2	2	0
6682	668	2	2	2	0
6683	668	3	2	2	0
6684	668	4	2	2	0
6685	668	5	2	2	0
6686	668	6	2	2	0
6687	668	7	2	2	0
6688	668	8	2	2	0
6689	668	9	2	2	0
6690	669	0	2	2	0
6691	669	1	2	2	0
6692	669	2	2	2	0
6693	669	3	2	2	0
6694	669	4	2	2	0
6695	669	5	2	2	0
6696	669	6	2	2	0
6697	669	7	2	2	0
6698	669	8	2	2	0
6699	669	9	2	2	0
6700	670	0	2	2	0
6701	670	1	2	2	0
6702	670	2	2	2	0
6703	670	3	2	2	0
6704	670	4	2	2	0
6705	670	5	2	2	0
6706	670	6	2	2	0
6707	670	7	2	2	0
6708	670	8	2	2	0
6709	670	9	2	2	0
6710	671	0	2	2	0
6711	671	1	2	2	0
6712	671	2	2	2	0
6713	671	3	2	2	0
6714	671	4	2	2	0
6715	671	5	2	2	0
6716	671	6	2	2	0
6717	671	7	2	2	0
6718	671	8	2	2	0
6719	671	9	2	2	0
6720	672	0	2	2	0
6721	672	1	2	2	0
6722	672	2	2	2	0
6723	672	3	2	2	0
6724	672	4	2	2	0
6725	672	5	2	2	0
6726	672	6	2	2	0
6727	672	7	2	2	0
6728	672	8	2	2	0
6729	672	9	2	2	0
6730	673	0	2	2	0
6731	673	1	2	2	0
6732	673	2	2	2	0
6733	673	3	2	2	0
6734	673	4	2	2	0
6735	673	5	2	2	0
6736	673	6	2	2	0
6737	673	7	2	2	0
6738	673	8	2	2	0
6739	673	9	2	2	0
6740	674	0	2	2	0
6741	674	1	2	2	0
6742	674	2	2	2	0
6743	674	3	2	2	0
6744	674	4	2	2	0
6745	674	5	2	2	0
6746	674	6	2	2	0
6747	674	7	2	2	0
6748	674	8	2	2	0
6749	674	9	2	2	0
6750	675	0	2	2	0
6751	675	1	2	2	0
6752	675	2	2	2	0
6753	675	3	2	2	0
6754	675	4	2	2	0
6755	675	5	2	2	0
6756	675	6	2	2	0
6757	675	7	2	2	0
6758	675	8	2	2	0
6759	675	9	2	2	0
6760	676	0	2	2	0
6761	676	1	2	2	0
6762	676	2	2	2	0
6763	676	3	2	2	0
6764	676	4	2	2	0
6765	676	5	2	2	0
6766	676	6	2	2	0
6767	676	7	2	2	0
6768	676	8	2	2	0
6769	676	9	2	2	0
6770	677	0	2	2	0
6771	677	1	2	2	0
6772	677	2	2	2	0
6773	677	3	2	2	0
6774	677	4	2	2	0
6775	677	5	2	2	0
6776	677	6	2	2	0
6777	677	7	2	2	0
6778	677	8	2	2	0
6779	677	9	2	2	0
6780	678	0	2	2	0
6781	678	1	2	2	0
6782	678	2	2	2	0
6783	678	3	2	2	0
6784	678	4	2	2	0
6785	678	5	2	2	0
6786	678	6	2	2	0
6787	678	7	2	2	0
6788	678	8	2	2	0
6789	678	9	2	2	0
6790	679	0	2	2	0
6791	679	1	2	2	0
6792	679	2	2	2	0
6793	679	3	2	2	0
6794	679	4	2	2	0
6795	679	5	2	2	0
6796	679	6	2	2	0
6797	679	7	2	2	0
6798	679	8	2	2	0
6799	679	9	2	2	0
6800	680	0	2	2	0
6801	680	1	2	2	0
6802	680	2	2	2	0
6803	680	3	2	2	0
6804	680	4	2	2	0
6805	680	5	2	2	0
6806	680	6	2	2	0
6807	680	7	2	2	0
6808	680	8	2	2	0
6809	680	9	2	2	0
6810	681	0	2	2	0
6811	681	1	2	2	0
6812	681	2	2	2	0
6813	681	3	2	2	0
6814	681	4	2	2	0
6815	681	5	2	2	0
6816	681	6	2	2	0
6817	681	7	2	2	0
6818	681	8	2	2	0
6819	681	9	2	2	0
6820	682	0	2	2	0
6821	682	1	2	2	0
6822	682	2	2	2	0
6823	682	3	2	2	0
6824	682	4	2	2	0
6825	682	5	2	2	0
6826	682	6	2	2	0
6827	682	7	2	2	0
6828	682	8	2	2	0
6829	682	9	2	2	0
6830	683	0	2	2	0
6831	683	1	2	2	0
